id	source_word	source_language	target_word	target_language	relation_type
er0654	mensem	lat	lună	ron	etymology
er0655	mes	spa	mois	fra	cognate
er0656	mes	spa	mese	ita	cognate
er0657	mês	por	mes	spa	cognate
er0658	panem	lat	pan	spa	etymology
er0659	panem	lat	pain	fra	etymology
er0660	panem	lat	pane	ita	etymology
er0661	panem	lat	pão	por	etymology
er0662	panem	lat	pâine	ron	etymology
er0663	pan	spa	pain	fra	cognate
er0664	pan	spa	pane	ita	cognate
er0665	pão	por	pan	spa	cognate
er0666	vinum	lat	vino	spa	etymology
er0667	vinum	lat	vin	fra	etymology
er0668	vinum	lat	vino	ita	etymology
er0669	vinum	lat	vinho	por	etymology
er0670	vinum	lat	vin	ron	etymology
er0671	vino	spa	vin	fra	cognate
er0672	vino	spa	vino	ita	cognate
er0673	vinho	por	vino	spa	cognate
er0674	lactem	lat	leche	spa	etymology
er0675	lactem	lat	lait	fra	etymology
er0676	lactem	lat	latte	ita	etymology
er0677	lactem	lat	leite	por	etymology
er0678	lactem	lat	lapte	ron	etymology
er0679	leche	spa	lait	fra	cognate
er0680	leche	spa	latte	ita	cognate
er0681	leite	por	leche	spa	cognate
er0682	carnem	lat	carne	spa	etymology
er0683	carnem	lat	chair	fra	etymology
er0684	carnem	lat	carne	ita	etymology
er0685	carnem	lat	carne	por	etymology
er0686	carnem	lat	carne	ron	etymology
er0687	carne	spa	chair	fra	cognate
er0688	carne	spa	carne	ita	cognate
er0689	carne	por	carne	spa	cognate
er0690	piscem	lat	pez	spa	etymology
er0691	piscem	lat	poisson	fra	etymology
er0692	piscem	lat	pesce	ita	etymology
er0693	piscem	lat	peixe	por	etymology
er0694	piscem	lat	pește	ron	etymology
er0695	pez	spa	poisson	fra	cognate
er0696	pez	spa	pesce	ita	cognate
er0697	peixe	por	pez	spa	cognate
er0698	herbam	lat	hierba	spa	etymology
er0699	herbam	lat	herbe	fra	etymology
er0700	herbam	lat	erba	ita	etymology
er0701	herbam	lat	erva	por	etymology
er0702	herbam	lat	iarbă	ron	etymology
er0703	hierba	spa	herbe	fra	cognate
er0704	hierba	spa	erba	ita	cognate
er0705	erva	por	hierba	spa	cognate
er0706	arborem	lat	árbol	spa	etymology
er0707	arborem	lat	arbre	fra	etymology
er0708	arborem	lat	albero	ita	etymology
er0709	arborem	lat	árvore	por	etymology
er0710	arborem	lat	arbore	ron	etymology
er0711	árbol	spa	arbre	fra	cognate
er0712	árbol	spa	albero	ita	cognate
er0713	árvore	por	árbol	spa	cognate
er0714	florem	lat	flor	spa	etymology
er0715	florem	lat	fleur	fra	etymology
er0716	florem	lat	fiore	ita	etymology
er0717	florem	lat	flor	por	etymology
er0718	florem	lat	floare	ron	etymology
er0719	flor	spa	fleur	fra	cognate
er0720	flor	spa	fiore	ita	cognate
er0721	flor	por	flor	spa	cognate
er0722	lucem	lat	luz	spa	etymology
er0723	lucem	lat	lumière	fra	etymology
er0724	lucem	lat	luce	ita	etymology
er0725	lucem	lat	luz	por	etymology
er0726	lucem	lat	lumină	ron	etymology
er0727	luz	spa	lumière	fra	cognate
er0728	luz	spa	luce	ita	cognate
er0729	luz	por	luz	spa	cognate
er0730	ignem	lat	fuego	spa	etymology
er0731	ignem	lat	feu	fra	etymology
er0732	ignem	lat	fuoco	ita	etymology
er0733	ignem	lat	fogo	por	etymology
er0734	ignem	lat	foc	ron	etymology
er0735	fuego	spa	feu	fra	cognate
er0736	fuego	spa	fuoco	ita	cognate
er0737	fogo	por	fuego	spa	cognate
er0738	ventum	lat	viento	spa	etymology
er0739	ventum	lat	vent	fra	etymology
er0740	ventum	lat	vento	ita	etymology
er0741	ventum	lat	vento	por	etymology
er0742	ventum	lat	vânt	ron	etymology
er0743	viento	spa	vent	fra	cognate
er0744	viento	spa	vento	ita	cognate
er0745	vento	por	viento	spa	cognate
er0746	pluviam	lat	lluvia	spa	etymology
er0747	pluviam	lat	pluie	fra	etymology
er0748	pluviam	lat	pioggia	ita	etymology
er0749	pluviam	lat	chuva	por	etymology
er0750	pluviam	lat	ploaie	ron	etymology
er0751	lluvia	spa	pluie	fra	cognate
er0752	lluvia	spa	pioggia	ita	cognate
er0753	chuva	por	lluvia	spa	cognate
er0754	nivem	lat	nieve	spa	etymology
er0755	nivem	lat	neige	fra	etymology
er0756	nivem	lat	neve	ita	etymology
er0757	nivem	lat	neve	por	etymology
er0758	nivem	lat	nea	ron	etymology
er0759	nieve	spa	neige	fra	cognate
er0760	nieve	spa	neve	ita	cognate
er0761	neve	por	nieve	spa	cognate
er0762	mare	lat	mar	spa	etymology
er0763	mare	lat	mer	fra	etymology
er0764	mare	lat	mare	ita	etymology
er0765	mare	lat	mar	por	etymology
er0766	mare	lat	mare	ron	etymology
er0767	mar	spa	mer	fra	cognate
er0768	mar	spa	mare	ita	cognate
er0769	mar	por	mar	spa	cognate
er0770	flumen	lat	río	spa	etymology
er0771	flumen	lat	fleuve	fra	etymology
er0772	flumen	lat	fiume	ita	etymology
er0773	flumen	lat	rio	por	etymology
er0774	flumen	lat	fluviu	ron	etymology
er0775	río	spa	fleuve	fra	cognate
er0776	río	spa	fiume	ita	cognate
er0777	rio	por	río	spa	cognate
er0778	montem	lat	monte	spa	etymology
er0779	montem	lat	mont	fra	etymology
er0780	montem	lat	monte	ita	etymology
er0781	montem	lat	monte	por	etymology
er0782	montem	lat	munte	ron	etymology
er0783	monte	spa	mont	fra	cognate
er0784	monte	spa	monte	ita	cognate
er0785	monte	por	monte	spa	cognate
er0786	silvam	lat	selva	spa	etymology
er0787	silvam	lat	forêt	fra	etymology
er0788	silvam	lat	selva	ita	etymology
er0789	silvam	lat	selva	por	etymology
er0790	silvam	lat	silvă	ron	etymology
er0791	selva	spa	forêt	fra	cognate
er0792	selva	spa	selva	ita	cognate
er0793	selva	por	selva	spa	cognate
er0794	campum	lat	campo	spa	etymology
er0795	campum	lat	champ	fra	etymology
er0796	campum	lat	campo	ita	etymology
er0797	campum	lat	campo	por	etymology
er0798	campum	lat	câmp	ron	etymology
er0799	campo	spa	champ	fra	cognate
er0800	campo	spa	campo	ita	cognate
er0801	campo	por	campo	spa	cognate
er0802	viam	lat	vía	spa	etymology
er0803	viam	lat	voie	fra	etymology
er0804	viam	lat	via	ita	etymology
er0805	viam	lat	via	por	etymology
er0806	viam	lat	via	ron	etymology
er0807	vía	spa	voie	fra	cognate
er0808	vía	spa	via	ita	cognate
er0809	via	por	vía	spa	cognate
er0810	portam	lat	puerta	spa	etymology
er0811	portam	lat	porte	fra	etymology
er0812	portam	lat	porta	ita	etymology
er0813	portam	lat	porta	por	etymology
er0814	portam	lat	poartă	ron	etymology
er0815	puerta	spa	porte	fra	cognate
er0816	puerta	spa	porta	ita	cognate
er0817	porta	por	puerta	spa	cognate
er0818	murum	lat	muro	spa	etymology
er0819	murum	lat	mur	fra	etymology
er0820	murum	lat	muro	ita	etymology
er0821	murum	lat	muro	por	etymology
er0822	murum	lat	mur	ron	etymology
er0823	muro	spa	mur	fra	cognate
er0824	muro	spa	muro	ita	cognate
er0825	muro	por	muro	spa	cognate
er0826	regem	lat	rey	spa	etymology
er0827	regem	lat	roi	fra	etymology
er0828	regem	lat	re	ita	etymology
er0829	regem	lat	rei	por	etymology
er0830	regem	lat	rege	ron	etymology
er0831	rey	spa	roi	fra	cognate
er0832	rey	spa	re	ita	cognate
er0833	rei	por	rey	spa	cognate
er0834	legem	lat	ley	spa	etymology
er0835	legem	lat	loi	fra	etymology
er0836	legem	lat	legge	ita	etymology
er0837	legem	lat	lei	por	etymology
er0838	legem	lat	lege	ron	etymology
er0839	ley	spa	loi	fra	cognate
er0840	ley	spa	legge	ita	cognate
er0841	lei	por	ley	spa	cognate
er0842	pacem	lat	paz	spa	etymology
er0843	pacem	lat	paix	fra	etymology
er0844	pacem	lat	pace	ita	etymology
er0845	pacem	lat	paz	por	etymology
er0846	pacem	lat	pace	ron	etymology
er0847	paz	spa	paix	fra	cognate
er0848	paz	spa	pace	ita	cognate
er0849	paz	por	paz	spa	cognate
er0850	bellum	lat	guerra	spa	etymology
er0851	bellum	lat	guerre	fra	etymology
er0852	bellum	lat	guerra	ita	etymology
er0853	bellum	lat	guerra	por	etymology
er0854	bellum	lat	război	ron	etymology
er0855	guerra	spa	guerre	fra	cognate
er0856	guerra	spa	guerra	ita	cognate
er0857	guerra	por	guerra	spa	cognate
er0858	amorem	lat	amor	spa	etymology
er0859	amorem	lat	amour	fra	etymology
er0860	amorem	lat	amore	ita	etymology
er0861	amorem	lat	amor	por	etymology
er0862	amorem	lat	amor	ron	etymology
er0863	amor	spa	amour	fra	cognate
er0864	amor	spa	amore	ita	cognate
er0865	amor	por	amor	spa	cognate
er0866	amicum	lat	amigo	spa	etymology
er0867	amicum	lat	ami	fra	etymology
er0868	amicum	lat	amico	ita	etymology
er0869	amicum	lat	amigo	por	etymology
er0870	amicum	lat	amic	ron	etymology
er0871	amigo	spa	ami	fra	cognate
er0872	amigo	spa	amico	ita	cognate
er0873	amigo	por	amigo	spa	cognate
er0874	nomen	lat	nombre	spa	etymology
er0875	nomen	lat	nom	fra	etymology
er0876	nomen	lat	nome	ita	etymology
er0877	nomen	lat	nome	por	etymology
er0878	nomen	lat	nume	ron	etymology
er0879	nombre	spa	nom	fra	cognate
er0880	nombre	spa	nome	ita	cognate
er0881	nome	por	nombre	spa	cognate
er0882	verbum	lat	verbo	spa	etymology
er0883	verbum	lat	verbe	fra	etymology
er0884	verbum	lat	verbo	ita	etymology
er0885	verbum	lat	verbo	por	etymology
er0886	verbum	lat	verb	ron	etymology
er0887	verbo	spa	verbe	fra	cognate
er0888	verbo	spa	verbo	ita	cognate
er0889	verbo	por	verbo	spa	cognate
er0890	scriptum	lat	escrito	spa	etymology
er0891	scriptum	lat	écrit	fra	etymology
er0892	scriptum	lat	scritto	ita	etymology
er0893	scriptum	lat	escrito	por	etymology
er0894	scriptum	lat	scris	ron	etymology
er0895	escrito	spa	écrit	fra	cognate
er0896	escrito	spa	scritto	ita	cognate
er0897	escrito	por	escrito	spa	cognate
er0898	librum	lat	libro	spa	etymology
er0899	librum	lat	livre	fra	etymology
er0900	librum	lat	libro	ita	etymology
er0901	librum	lat	livro	por	etymology
er0902	librum	lat	libru	ron	etymology
er0903	libro	spa	livre	fra	cognate
er0904	libro	spa	libro	ita	cognate
er0905	livro	por	libro	spa	cognate
er0906	scholam	lat	escuela	spa	etymology
er0907	scholam	lat	école	fra	etymology
er0908	scholam	lat	scuola	ita	etymology
er0909	scholam	lat	escola	por	etymology
er0910	scholam	lat	școală	ron	etymology
er0911	escuela	spa	école	fra	cognate
er0912	escuela	spa	scuola	ita	cognate
er0913	escola	por	escuela	spa	cognate
er0914	magistrum	lat	maestro	spa	etymology
er0915	magistrum	lat	maître	fra	etymology
er0916	magistrum	lat	maestro	ita	etymology
er0917	magistrum	lat	mestre	por	etymology
er0918	magistrum	lat	maestru	ron	etymology
er0919	maestro	spa	maître	fra	cognate
er0920	maestro	spa	maestro	ita	cognate
er0921	mestre	por	maestro	spa	cognate
er0922	ecclesiam	lat	iglesia	spa	etymology
er0923	ecclesiam	lat	église	fra	etymology
er0924	ecclesiam	lat	chiesa	ita	etymology
er0925	ecclesiam	lat	igreja	por	etymology
er0926	ecclesiam	lat	biserică	ron	etymology
er0927	iglesia	spa	église	fra	cognate
er0928	iglesia	spa	chiesa	ita	cognate
er0929	igreja	por	iglesia	spa	cognate
er0930	deum	lat	dios	spa	etymology
er0931	deum	lat	dieu	fra	etymology
er0932	deum	lat	dio	ita	etymology
er0933	deum	lat	deus	por	etymology
er0934	deum	lat	dumnezeu	ron	etymology
er0935	dios	spa	dieu	fra	cognate
er0936	dios	spa	dio	ita	cognate
er0937	deus	por	dios	spa	cognate
er0938	bonum	lat	bueno	spa	etymology
er0939	bonum	lat	bon	fra	etymology
er0940	bonum	lat	buono	ita	etymology
er0941	bonum	lat	bom	por	etymology
er0942	bonum	lat	bun	ron	etymology
er0943	bueno	spa	bon	fra	cognate
er0944	bueno	spa	buono	ita	cognate
er0945	bom	por	bueno	spa	cognate
er0946	malum	lat	malo	spa	etymology
er0947	malum	lat	mal	fra	etymology
er0948	malum	lat	male	ita	etymology
er0949	malum	lat	mau	por	etymology
er0950	malum	lat	rău	ron	etymology
er0951	malo	spa	mal	fra	cognate
er0952	malo	spa	male	ita	cognate
er0953	mau	por	malo	spa	cognate
er0954	magnum	lat	grande	spa	etymology
er0955	magnum	lat	grand	fra	etymology
er0956	magnum	lat	grande	ita	etymology
er0957	magnum	lat	grande	por	etymology
er0958	magnum	lat	mare	ron	etymology
er0959	grande	spa	grand	fra	cognate
er0960	grande	spa	grande	ita	cognate
er0961	grande	por	grande	spa	cognate
er0962	parvum	lat	pequeño	spa	etymology
er0963	parvum	lat	petit	fra	etymology
er0964	parvum	lat	piccolo	ita	etymology
er0965	parvum	lat	pequeno	por	etymology
er0966	parvum	lat	mic	ron	etymology
er0967	pequeño	spa	petit	fra	cognate
er0968	pequeño	spa	piccolo	ita	cognate
er0969	pequeno	por	pequeño	spa	cognate
er0970	novum	lat	nuevo	spa	etymology
er0971	novum	lat	nouveau	fra	etymology
er0972	novum	lat	nuovo	ita	etymology
er0973	novum	lat	novo	por	etymology
er0974	novum	lat	nou	ron	etymology
er0975	nuevo	spa	nouveau	fra	cognate
er0976	nuevo	spa	nuovo	ita	cognate
er0977	novo	por	nuevo	spa	cognate
er0978	veterem	lat	viejo	spa	etymology
er0979	veterem	lat	vieux	fra	etymology
er0980	veterem	lat	vecchio	ita	etymology
er0981	veterem	lat	velho	por	etymology
er0982	veterem	lat	vechi	ron	etymology
er0983	viejo	spa	vieux	fra	cognate
er0984	viejo	spa	vecchio	ita	cognate
er0985	velho	por	viejo	spa	cognate
er0986	album	lat	blanco	spa	etymology
er0987	album	lat	blanc	fra	etymology
er0988	album	lat	bianco	ita	etymology
er0989	album	lat	branco	por	etymology
er0990	album	lat	alb	ron	etymology
er0991	blanco	spa	blanc	fra	cognate
er0992	blanco	spa	bianco	ita	cognate
er0993	branco	por	blanco	spa	cognate
er0994	nigrum	lat	negro	spa	etymology
er0995	nigrum	lat	noir	fra	etymology
er0996	nigrum	lat	nero	ita	etymology
er0997	nigrum	lat	negro	por	etymology
er0998	nigrum	lat	negru	ron	etymology
er0999	negro	spa	noir	fra	cognate
er1000	negro	spa	nero	ita	cognate
er1001	negro	por	negro	spa	cognate
er1002	rubrum	lat	rojo	spa	etymology
er1003	rubrum	lat	rouge	fra	etymology
er1004	rubrum	lat	rosso	ita	etymology
er1005	rubrum	lat	roxo	por	etymology
er1006	rubrum	lat	roșu	ron	etymology
er1007	rojo	spa	rouge	fra	cognate
er1008	rojo	spa	rosso	ita	cognate
er1009	roxo	por	rojo	spa	cognate
er1010	viride	lat	verde	spa	etymology
er1011	viride	lat	vert	fra	etymology
er1012	viride	lat	verde	ita	etymology
er1013	viride	lat	verde	por	etymology
er1014	viride	lat	verde	ron	etymology
er1015	verde	spa	vert	fra	cognate
er1016	verde	spa	verde	ita	cognate
er1017	verde	por	verde	spa	cognate
er1018	vindauga	non	window	eng	derived_from
er1019	þeir	non	they	eng	derived_from
er1020	þeim	non	them	eng	derived_from
er1021	þeira	non	their	eng	derived_from
er1022	taka	non	take	eng	derived_from
er1023	kalla	non	call	eng	derived_from
er1024	deyja	non	die	eng	derived_from
er1025	gefa	non	give	eng	derived_from
er1026	hitta	non	hit	eng	derived_from
er1027	lauss	non	loose	eng	derived_from
er1028	lágr	non	low	eng	derived_from
er1029	meikr	non	meek	eng	derived_from
er1030	rót	non	root	eng	derived_from
er1031	sami	non	same	eng	derived_from
er1032	setr	non	seat	eng	derived_from
er1033	kunnandi	non	cunning	eng	derived_from
er1034	skinn	non	skin	eng	derived_from
er1035	skirt	non	skirt	eng	derived_from
er1036	ský	non	sky	eng	derived_from
er1037	skuld	non	skill	eng	derived_from
er1038	knifr	non	knife	eng	derived_from
er1039	bóndi	non	husband	eng	derived_from
er1040	systir	non	sister	eng	derived_from
er1041	lög	non	law	eng	derived_from
er1042	egg	non	egg	eng	derived_from
er1043	aukr	non	anger	eng	derived_from
er1044	beit	non	bait	eng	derived_from
er1045	barkr	non	bark	eng	derived_from
er1046	blundr	non	blunder	eng	derived_from
er1047	bogi	non	bow	eng	derived_from
er1048	bulki	non	bulk	eng	derived_from
er1049	klippa	non	clip	eng	derived_from
er1050	klubba	non	club	eng	derived_from
er1051	krafla	non	crawl	eng	derived_from
er1052	draga	non	drag	eng	derived_from
er1053	drepa	non	drip	eng	derived_from
er1054	fela	non	flat	eng	derived_from
er1055	flota	non	fleet	eng	derived_from
er1056	gapa	non	gape	eng	derived_from
er1057	geysa	non	gust	eng	derived_from
er1058	happ	non	happy	eng	derived_from
er1059	haugr	non	hill	eng	derived_from
er1060	kasta	non	cast	eng	derived_from
er1061	kið	non	kid	eng	derived_from
er1062	lifr	non	loft	eng	derived_from
er1063	mugga	non	mug	eng	derived_from
er1064	nafli	non	navel	eng	derived_from
er1065	oddi	non	odd	eng	derived_from
er1066	plógr	non	plough	eng	derived_from
er1067	ras	non	race	eng	derived_from
er1068	renna	non	run	eng	derived_from
er1069	skata	non	skate	eng	derived_from
er1070	skrap	non	scrap	eng	derived_from
er1071	slakr	non	slack	eng	derived_from
er1072	snara	non	snare	eng	derived_from
er1073	sprint	non	sprint	eng	derived_from
er1074	steak	non	steak	eng	derived_from
er1075	þrift	non	thrift	eng	derived_from
er1076	þrifa	non	thrive	eng	derived_from
er1077	uglr	non	ugly	eng	derived_from
er1078	vandræði	non	wrong	eng	derived_from
er1079	vikingr	non	viking	eng	derived_from
er1080	philosophia	grc	philosophia	lat	etymology
er1081	philosophia	lat	philosophy	eng	derived_from
er1082	demokratia	grc	democratia	lat	etymology
er1083	democratia	lat	democracy	eng	derived_from
er1084	theologia	grc	theologia	lat	etymology
er1085	theologia	lat	theology	eng	derived_from
er1086	geometria	grc	geometria	lat	etymology
er1087	geometria	lat	geometry	eng	derived_from
er1088	astronomia	grc	astronomia	lat	etymology
er1089	astronomia	lat	astronomy	eng	derived_from
er1090	biologia	grc	biologia	lat	etymology
er1091	biologia	lat	biology	eng	derived_from
er1092	psychologia	grc	psychologia	lat	etymology
er1093	psychologia	lat	psychology	eng	derived_from
er1094	technologia	grc	technologia	lat	etymology
er1095	technologia	lat	technology	eng	derived_from
er1096	historia	grc	historia	lat	etymology
er1097	historia	lat	history	eng	derived_from
er1098	tragoidia	grc	tragoedia	lat	etymology
er1099	tragoedia	lat	tragedy	eng	derived_from
er1100	komoidia	grc	comoedia	lat	etymology
er1101	comoedia	lat	comedy	eng	derived_from
er1102	theatron	grc	theatrum	lat	etymology
er1103	theatrum	lat	theater	eng	derived_from
er1104	poiesis	grc	poesis	lat	etymology
er1105	poesis	lat	poetry	eng	derived_from
er1106	rhetorike	grc	rhetorica	lat	etymology
er1107	rhetorica	lat	rhetoric	eng	derived_from
er1108	logike	grc	logica	lat	etymology
er1109	logica	lat	logic	eng	derived_from
er1110	mathematike	grc	mathematica	lat	etymology
er1111	mathematica	lat	mathematics	eng	derived_from
er1112	physike	grc	physica	lat	etymology
er1113	physica	lat	physics	eng	derived_from
er1114	politike	grc	politica	lat	etymology
er1115	politica	lat	politics	eng	derived_from
er1116	oikonomia	grc	oeconomia	lat	etymology
er1117	oeconomia	lat	economy	eng	derived_from
er1118	strategos	grc	strategia	lat	etymology
er1119	strategia	lat	strategy	eng	derived_from
er1120	programma	grc	programma	lat	etymology
er1121	programma	lat	program	eng	derived_from
er1122	systema	grc	systema	lat	etymology
er1123	systema	lat	system	eng	derived_from
er1124	problema	grc	problema	lat	etymology
er1125	problema	lat	problem	eng	derived_from
er1126	methodos	grc	methodus	lat	etymology
er1127	methodus	lat	method	eng	derived_from
er1128	analysis	grc	analysis	lat	etymology
er1129	analysis	lat	analysis	eng	derived_from
er1130	synthesis	grc	synthesis	lat	etymology
er1131	synthesis	lat	synthesis	eng	derived_from
er1132	thesis	grc	thesis	lat	etymology
er1133	thesis	lat	thesis	eng	derived_from
er1134	hypothesis	grc	hypothesis	lat	etymology
er1135	hypothesis	lat	hypothesis	eng	derived_from
er1136	krisis	grc	crisis	lat	etymology
er1137	crisis	lat	crisis	eng	derived_from
er1138	basis	grc	basis	lat	etymology
er1139	basis	lat	basis	eng	derived_from
er1140	diagnosis	grc	diagnosis	lat	etymology
er1141	diagnosis	lat	diagnosis	eng	derived_from
er1142	prognosis	grc	prognosis	lat	etymology
er1143	prognosis	lat	prognosis	eng	derived_from
er1144	therapeia	grc	therapia	lat	etymology
er1145	therapia	lat	therapy	eng	derived_from
er1146	chirurgia	grc	chirurgia	lat	etymology
er1147	chirurgia	lat	surgery	eng	derived_from
er1148	pharmakon	grc	pharmacum	lat	etymology
er1149	pharmacum	lat	pharmacy	eng	derived_from
er1150	anatomia	grc	anatomia	lat	etymology
er1151	anatomia	lat	anatomy	eng	derived_from
er1152	epidemia	grc	epidemia	lat	etymology
er1153	epidemia	lat	epidemic	eng	derived_from
er1154	symptoma	grc	symptoma	lat	etymology
er1155	symptoma	lat	symptom	eng	derived_from
er1156	trauma	grc	trauma	lat	etymology
er1157	trauma	lat	trauma	eng	derived_from
er1158	chronos	grc	chronicus	lat	etymology
er1159	chronicus	lat	chronic	eng	derived_from
er1160	kosmos	grc	cosmos	lat	etymology
er1161	cosmos	lat	cosmos	eng	derived_from
er1162	atlas	grc	atlas	lat	etymology
er1163	atlas	lat	atlas	eng	derived_from
er1164	chaos	grc	chaos	lat	etymology
er1165	chaos	lat	chaos	eng	derived_from
er1166	genesis	grc	genesis	lat	etymology
er1167	genesis	lat	genesis	eng	derived_from
er1168	apokalypsis	grc	apocalypsis	lat	etymology
er1169	apocalypsis	lat	apocalypse	eng	derived_from
er1170	angelos	grc	angelus	lat	etymology
er1171	angelus	lat	angel	eng	derived_from
er1172	baptisma	grc	baptismus	lat	etymology
er1173	baptismus	lat	baptism	eng	derived_from
er1174	euangelion	grc	evangelium	lat	etymology
er1175	evangelium	lat	evangelist	eng	derived_from
er1176	ekklesia	grc	ecclesia	lat	etymology
er1177	ecclesia	lat	church	eng	derived_from
er1178	monastirion	grc	monasterium	lat	etymology
er1179	monasterium	lat	monastery	eng	derived_from
er1180	episkopos	grc	episcopus	lat	etymology
er1181	episcopus	lat	bishop	eng	derived_from
er1182	presbyteros	grc	presbyter	lat	etymology
er1183	presbyter	lat	priest	eng	derived_from
er1184	diabolos	grc	diabolus	lat	etymology
er1185	diabolus	lat	devil	eng	derived_from
er1186	telephone	grc	telephone	eng	etymology
er1187	television	grc	television	eng	etymology
er1188	photograph	grc	photograph	eng	etymology
er1189	microscope	grc	microscope	eng	etymology
er1190	telescope	grc	telescope	eng	etymology
er1191	chromosome	grc	chromosome	eng	etymology
er1192	electron	grc	electron	eng	etymology
er1193	proton	grc	proton	eng	etymology
er1194	neutron	grc	neutron	eng	etymology
er1195	atom	grc	atom	eng	etymology
er1196	planet	grc	planet	eng	etymology
er1197	galaxy	grc	galaxy	eng	etymology
er1198	oxygen	grc	oxygen	eng	etymology
er1199	hydrogen	grc	hydrogen	eng	etymology
er1200	dinosaur	grc	dinosaur	eng	etymology
er1201	bacteria	grc	bacteria	eng	etymology
er1202	amoeba	grc	amoeba	eng	etymology
er1203	skeleton	grc	skeleton	eng	etymology
er1204	muscle	grc	muscle	eng	etymology
er1205	neuron	grc	neuron	eng	etymology
er1206	polygon	grc	polygon	eng	etymology
er1207	pentagon	grc	pentagon	eng	etymology
er1208	hexagon	grc	hexagon	eng	etymology
er1209	octagon	grc	octagon	eng	etymology
er1210	sphere	grc	sphere	eng	etymology
er1211	cylinder	grc	cylinder	eng	etymology
er1212	pyramid	grc	pyramid	eng	etymology
er1213	prism	grc	prism	eng	etymology
er1214	alphabet	grc	alphabet	eng	etymology
er1215	monologue	grc	monologue	eng	etymology
er1216	dialogue	grc	dialogue	eng	etymology
er1217	catalogue	grc	catalogue	eng	etymology
er1218	archive	grc	archive	eng	etymology
er1219	bibliotheke	grc	library	eng	etymology
er1220	al-jabr	arb	álgebra	spa	borrowed_from
er1221	al-qutn	arb	algodón	spa	borrowed_from
er1222	az-zuhr	arb	azúcar	spa	borrowed_from
er1223	al-makhzan	arb	almacén	spa	borrowed_from
er1224	al-qadi	arb	alcalde	spa	borrowed_from
er1225	al-qubba	arb	alcoba	spa	borrowed_from
er1226	al-birka	arb	alberca	spa	borrowed_from
er1227	ar-ruzz	arb	arroz	spa	borrowed_from
er1228	az-zayt	arb	aceite	spa	borrowed_from
er1229	az-zulayj	arb	azulejo	spa	borrowed_from
er1230	al-funduq	arb	alfombra	spa	borrowed_from
er1231	al-hisab	arb	álgebra	spa	borrowed_from
er1232	al-qutun	arb	algodón	spa	borrowed_from
er1233	naranj	arb	naranja	spa	borrowed_from
er1234	limun	arb	limón	spa	borrowed_from
er1235	qahwa	arb	café	spa	borrowed_from
er1236	sukkar	arb	azúcar	spa	borrowed_from
er1237	al-kuhul	arb	alcohol	spa	borrowed_from
er1238	al-jabr	arb	algebra	eng	borrowed_from
er1239	al-kuhul	arb	alcohol	eng	borrowed_from
er1240	al-kīmiyā	arb	alchemy	eng	borrowed_from
er1241	al-manakh	arb	almanac	eng	borrowed_from
er1242	qahwa	arb	coffee	eng	borrowed_from
er1243	sukkar	arb	sugar	eng	borrowed_from
er1244	quṭn	arb	cotton	eng	borrowed_from
er1245	ṣifr	arb	zero	eng	borrowed_from
er1246	tarifa	arb	tariff	eng	borrowed_from
er1247	maḫzan	arb	magazine	eng	borrowed_from
er1248	qanun	arb	canon	eng	borrowed_from
er1249	naranǧ	arb	orange	eng	borrowed_from
er1250	limon	arb	lemon	eng	borrowed_from
er1251	al-laymun	arb	lime	eng	borrowed_from
er1252	matrah	arb	mattress	eng	borrowed_from
er1253	qirat	arb	carat	eng	borrowed_from
er1254	admiral	arb	admiral	eng	borrowed_from
er1255	arsenal	arb	arsenal	eng	borrowed_from
er1256	azimuth	arb	azimuth	eng	borrowed_from
er1257	caliber	arb	caliber	eng	borrowed_from
er1258	caravan	arb	caravan	eng	borrowed_from
er1259	cipher	arb	cipher	eng	borrowed_from
er1260	elixir	arb	elixir	eng	borrowed_from
er1261	gazelle	arb	gazelle	eng	borrowed_from
er1262	giraffe	arb	giraffe	eng	borrowed_from
er1263	hazard	arb	hazard	eng	borrowed_from
er1264	jar	arb	jar	eng	borrowed_from
er1265	jasmine	arb	jasmine	eng	borrowed_from
er1266	lute	arb	lute	eng	borrowed_from
er1267	monsoon	arb	monsoon	eng	borrowed_from
er1268	nadir	arb	nadir	eng	borrowed_from
er1269	safari	arb	safari	eng	borrowed_from
er1270	zenith	arb	zenith	eng	borrowed_from
er1271	al-jabr	arb	algèbre	fra	borrowed_from
er1272	al-kuhul	arb	alcool	fra	borrowed_from
er1273	qahwa	arb	café	fra	borrowed_from
er1274	sukkar	arb	sucre	fra	borrowed_from
er1275	al-manakh	arb	almanach	fra	borrowed_from
er1276	maḫzan	arb	magasin	fra	borrowed_from
er1277	ṣifr	arb	zero	ita	borrowed_from
er1278	tarifa	arb	tariffa	ita	borrowed_from
er1279	sukkar	arb	zucchero	ita	borrowed_from
er1280	limon	arb	limone	ita	borrowed_from
er1281	qahwa	arb	caffè	ita	borrowed_from
er1282	naranǧ	arb	arancia	ita	borrowed_from
er1283	al-funduq	arb	alfândega	por	borrowed_from
er1284	al-makhzan	arb	armazém	por	borrowed_from
er1285	az-zayt	arb	azeite	por	borrowed_from
er1286	al-birka	arb	albufeira	por	borrowed_from
er1287	mātár	san	mater	lat	cognate
er1288	mātár	san	mētēr	grc	cognate
er1289	mātár	san	modor	ang	cognate
er1290	pitár	san	pater	lat	cognate
er1291	pitár	san	patēr	grc	cognate
